Supplier_ID,Supplier_Name,Country,Region,Product_Category,Manufacturing_Type,Supply_Volume,Defect_Rate,Lead_Time_Days,Cost_per_Unit,Risk_Score,Sustainability_Score,Quarter,Year
S00269,Broadcom,Taiwan,APAC,AirPods,Logistics,27431,4.35,28,190.58,15,93,Q4,2023
S00270,Samsung Display,China,APAC,Accessories,Semiconductor,19639,2.76,50,109.81,93,57,Q3,2025
S00271,Corning,China,APAC,MacBook,Battery,9782,2.32,54,382.9,3,78,Q4,2023
S00272,Foxconn,Taiwan,APAC,iPad,Assembly,18343,1.54,28,461.22,3,69,Q1,2024
S00273,Samsung Display,India,APAC,Apple Watch,Display,1526,2.46,18,303.18,84,85,Q3,2026
S00274,Samsung Display,Taiwan,APAC,Accessories,Display,9712,1.08,26,295.17,2,73,Q3,2023
S00275,TSMC,China,APAC,MacBook,Logistics,17967,1.62,17,83.29,21,67,Q4,2024
S00276,TSMC,Vietnam,APAC,Accessories,Semiconductor,27589,2.02,50,487.6,38,81,Q3,2023
S00277,Corning,Malaysia,APAC,Accessories,Logistics,7154,3.51,37,476.8,41,57,Q2,2023
S00278,BOE,Vietnam,APAC,Accessories,Display,33981,3.77,45,128.6,46,81,Q3,2026
S00279,Goertek,Malaysia,APAC,iPhone,Semiconductor,49590,2.54,26,113.07,33,59,Q3,2026
S00280,Delta Electronics,China,APAC,Apple Watch,Camera,10127,0.15,37,263.68,33,90,Q1,2026
S00281,Foxconn,China,APAC,Accessories,Display,46004,0.5,17,48.5,22,88,Q4,2026
S00282,Corning,Japan,APAC,iPhone,Semiconductor,44201,4.89,30,347.84,15,83,Q4,2025
S00283,Samsung Display,Taiwan,APAC,MacBook,Battery,1105,0.92,53,476.26,61,52,Q2,2024
S00284,NXP,USA,North America,MacBook,Display,2925,3.01,13,35.47,32,90,Q1,2026
S00285,Corning,Vietnam,APAC,iPad,Display,26291,4.37,54,316.4,84,96,Q2,2026
S00286,Foxconn,Taiwan,APAC,AirPods,Assembly,25826,2.47,15,448.46,4,55,Q4,2026
S00287,Pegatron,Taiwan,APAC,Apple Watch,Semiconductor,28961,3.94,7,29.97,60,91,Q4,2026
S00288,Goertek,Malaysia,APAC,iPad,Display,37877,0.5,58,300.71,12,62,Q3,2026
S00289,Pegatron,USA,North America,iPhone,Semiconductor,2560,4.37,23,488.17,100,94,Q4,2023
S00290,TSMC,India,APAC,Accessories,Assembly,19311,4.37,57,332.77,51,93,Q1,2025
S00291,Broadcom,China,APAC,iPhone,Camera,21049,0.2,23,121.94,96,90,Q2,2024
S00292,NXP,Vietnam,APAC,iPad,Assembly,26658,3.29,14,207.6,61,78,Q4,2026
S00293,Jabil,China,APAC,Accessories,Battery,17309,0.25,37,421.82,49,79,Q1,2025
S00294,Broadcom,USA,North America,iPhone,Camera,47804,3.66,28,218.49,4,77,Q1,2026
S00295,Intel,Japan,APAC,Accessories,Display,26963,3.86,28,276.22,51,81,Q4,2024
S00296,TSMC,Vietnam,APAC,Apple Watch,Display,7563,0.24,38,248.47,66,64,Q3,2024
S00297,Texas Instruments,Taiwan,APAC,AirPods,Display,27017,3.99,43,145.65,58,61,Q4,2026
S00298,Qualcomm,South Korea,APAC,Accessories,Logistics,49364,2.38,25,369.23,99,75,Q3,2026
S00299,LG Innotek,India,APAC,Apple Watch,Battery,20975,2.09,34,98.04,44,63,Q3,2025
S00300,Texas Instruments,Vietnam,APAC,iPad,Display,23861,2.61,41,428.65,41,96,Q2,2024
S00301,BOE,Taiwan,APAC,MacBook,Semiconductor,33781,2.62,29,334.68,70,66,Q3,2024
S00302,Foxconn,South Korea,APAC,MacBook,Assembly,27616,2.06,39,331.8,65,89,Q4,2026
S00303,Wistron,Vietnam,APAC,iPhone,Semiconductor,21939,0.74,49,126.14,31,60,Q1,2026
S00304,AAC Technologies,China,APAC,AirPods,Battery,45738,2.27,20,264.69,10,61,Q4,2023
S00305,LG Innotek,India,APAC,AirPods,Assembly,46917,0.81,9,131.87,43,61,Q2,2025
S00306,Corning,Taiwan,APAC,iPhone,Logistics,24040,1.34,58,92.13,37,96,Q1,2024
S00307,Sony,India,APAC,AirPods,Semiconductor,7116,2.71,53,423.64,44,77,Q3,2023
S00308,Jabil,Japan,APAC,iPad,Semiconductor,18774,4.35,48,274.55,20,99,Q3,2025
S00309,Luxshare,South Korea,APAC,iPhone,Semiconductor,17001,0.7,41,468.94,29,50,Q1,2025
S00310,Luxshare,Japan,APAC,iPhone,Assembly,40030,1.2,41,467.6,69,82,Q3,2023
S00311,Texas Instruments,China,APAC,AirPods,Camera,10200,2.96,16,82.69,53,99,Q4,2024
S00312,Sony,India,APAC,MacBook,Logistics,2239,3.46,38,168.33,29,88,Q1,2024
S00313,Sony,Malaysia,APAC,Apple Watch,Logistics,7638,2.66,27,336.76,84,72,Q2,2024
S00314,Samsung Display,Vietnam,APAC,Apple Watch,Battery,23911,0.75,56,355.29,8,99,Q2,2023
S00315,BOE,Malaysia,APAC,MacBook,Assembly,43324,0.56,12,86.52,5,96,Q4,2025
S00316,Murata,South Korea,APAC,Accessories,Semiconductor,46141,1.35,5,420.68,90,92,Q4,2025
S00317,Qualcomm,USA,North America,iPhone,Assembly,23473,0.19,22,312.75,8,96,Q2,2024
S00318,Qualcomm,South Korea,APAC,AirPods,Battery,32463,3.87,31,466.16,46,53,Q3,2024
S00319,AAC Technologies,Vietnam,APAC,MacBook,Semiconductor,36840,1.16,20,415.15,48,54,Q1,2025
S00320,Luxshare,Malaysia,APAC,AirPods,Battery,27984,0.62,32,88.05,64,55,Q4,2025
S00321,Luxshare,Taiwan,APAC,Accessories,Logistics,6704,4.35,29,436.67,73,62,Q2,2026
S00322,Wistron,Vietnam,APAC,Accessories,Display,20614,3.72,8,328.75,4,87,Q2,2025
S00323,NXP,China,APAC,iPad,Semiconductor,5114,4.06,22,440.17,23,68,Q2,2024
S00324,TSMC,Japan,APAC,MacBook,Semiconductor,18772,4.11,28,155.47,71,74,Q1,2024
S00325,Foxconn,China,APAC,AirPods,Display,4726,3.19,11,286.09,19,78,Q2,2026
S00326,Murata,Taiwan,APAC,iPhone,Assembly,39360,3.02,36,192.89,44,87,Q4,2025
S00327,Pegatron,South Korea,APAC,Apple Watch,Logistics,45298,3.06,50,324.86,66,95,Q1,2026
S00328,Luxshare,Vietnam,APAC,iPhone,Battery,13040,1.96,30,476.22,66,55,Q2,2026
S00329,Wistron,Japan,APAC,MacBook,Logistics,27523,0.23,30,63.37,5,83,Q3,2023
S00330,Sony,China,APAC,AirPods,Logistics,12556,1.31,40,307.87,48,72,Q4,2025
S00331,NXP,Taiwan,APAC,iPad,Assembly,17173,3.62,47,18.93,23,92,Q3,2024
S00332,Foxconn,USA,North America,Accessories,Logistics,42974,4.49,57,450.03,25,85,Q2,2025
S00333,Sony,South Korea,APAC,Apple Watch,Display,9906,1.96,8,467.87,86,68,Q3,2023
S00334,BOE,India,APAC,iPad,Logistics,47881,0.92,8,135.82,52,95,Q2,2024
S00335,Foxconn,China,APAC,Accessories,Display,37378,4.66,32,274.19,16,91,Q3,2024
S00336,NXP,Malaysia,APAC,iPad,Logistics,43641,2.06,17,212.64,89,79,Q2,2025
S00337,Texas Instruments,South Korea,APAC,MacBook,Display,35054,3.44,14,401.89,31,56,Q3,2025
S00338,Pegatron,Vietnam,APAC,iPad,Battery,24486,0.62,46,100.76,56,85,Q2,2023
S00339,Jabil,South Korea,APAC,iPad,Assembly,43435,0.53,58,279.61,45,91,Q3,2026
S00340,Pegatron,Malaysia,APAC,iPhone,Logistics,12130,0.11,26,411.4,86,77,Q4,2024
S00341,Luxshare,South Korea,APAC,Accessories,Battery,29552,3.99,19,309.38,42,57,Q3,2023
S00342,Texas Instruments,USA,North America,MacBook,Camera,7295,1.83,30,135.27,68,99,Q2,2025
S00343,NXP,South Korea,APAC,iPhone,Semiconductor,40575,4.13,43,337.1,18,68,Q1,2024
S00344,Texas Instruments,Taiwan,APAC,iPhone,Logistics,17035,0.83,59,297.44,47,98,Q3,2025
S00345,Sony,Malaysia,APAC,AirPods,Display,18633,2.42,25,56.9,48,86,Q4,2025
S00346,Broadcom,Taiwan,APAC,MacBook,Assembly,17014,1.23,11,277.88,10,58,Q3,2024
S00347,BOE,China,APAC,Apple Watch,Assembly,28213,3.2,29,494.01,35,56,Q1,2026
S00348,Sony,China,APAC,MacBook,Camera,29482,2.27,43,365.01,75,88,Q4,2023
S00349,Texas Instruments,Japan,APAC,iPhone,Display,45311,0.73,23,305.58,42,81,Q2,2023
S00350,Foxconn,Vietnam,APAC,MacBook,Logistics,26766,3.89,40,51.97,97,85,Q4,2023
S00351,Corning,Vietnam,APAC,iPhone,Camera,15210,2.07,37,121.06,41,88,Q4,2024
S00352,Delta Electronics,Taiwan,APAC,MacBook,Display,7704,4.18,9,44.27,32,70,Q2,2023
S00353,Foxconn,Taiwan,APAC,iPad,Semiconductor,35503,3.29,58,123.11,58,52,Q4,2026
S00354,Murata,China,APAC,AirPods,Semiconductor,9533,3.38,27,195.45,81,84,Q1,2024
S00355,Luxshare,Malaysia,APAC,AirPods,Logistics,10686,2.38,12,294.43,58,85,Q4,2026
S00356,Broadcom,China,APAC,Apple Watch,Camera,48556,0.96,35,379.87,55,65,Q2,2026
S00357,BOE,Vietnam,APAC,AirPods,Semiconductor,36433,0.57,59,380.52,17,65,Q1,2026
S00358,Pegatron,USA,North America,MacBook,Camera,43891,4.91,7,464.32,23,77,Q4,2026
S00359,Foxconn,China,APAC,Apple Watch,Logistics,49231,0.2,24,464.23,65,79,Q3,2024
S00360,Qualcomm,Vietnam,APAC,iPhone,Semiconductor,33916,0.56,26,53.67,32,82,Q2,2023
S00361,Sony,South Korea,APAC,Accessories,Camera,12023,2.58,56,357.28,14,85,Q1,2023
S00362,Texas Instruments,Vietnam,APAC,MacBook,Assembly,6782,1.39,6,196.65,2,76,Q2,2026
S00363,BOE,Japan,APAC,iPad,Logistics,48864,2.81,15,414.39,62,72,Q1,2026
S00364,Jabil,South Korea,APAC,Accessories,Logistics,19073,3.04,59,89.26,22,92,Q1,2025
S00365,AAC Technologies,India,APAC,AirPods,Logistics,11382,4.96,41,201.61,12,96,Q2,2025
S00366,AAC Technologies,Vietnam,APAC,iPhone,Assembly,34328,0.67,22,317.7,30,73,Q4,2023
S00367,Corning,USA,North America,MacBook,Display,46033,4.35,10,79.23,7,63,Q1,2023
S00368,Luxshare,Malaysia,APAC,Apple Watch,Camera,9264,1.68,39,95.03,2,84,Q2,2023
S00369,Delta Electronics,Vietnam,APAC,iPhone,Camera,8373,4.88,14,413.02,25,82,Q2,2023
S00370,BOE,USA,North America,Accessories,Camera,9286,2.49,50,450.15,52,52,Q2,2026
S00371,Delta Electronics,USA,North America,Accessories,Display,36298,2.05,29,336.49,98,57,Q4,2025
S00372,TSMC,Taiwan,APAC,iPhone,Logistics,36732,0.23,29,123.95,45,61,Q3,2023
S00373,Texas Instruments,Japan,APAC,AirPods,Logistics,8967,0.7,32,162.79,78,69,Q3,2026
S00374,Delta Electronics,South Korea,APAC,iPad,Assembly,36262,3.24,33,18.67,2,72,Q3,2023
S00375,BOE,USA,North America,iPhone,Assembly,7610,1.99,9,392.57,10,74,Q3,2026
S00376,Sony,Taiwan,APAC,Apple Watch,Battery,37618,3.8,35,350.57,73,72,Q1,2023
S00377,Samsung Display,China,APAC,AirPods,Display,45936,0.8,13,393.52,7,65,Q4,2023
S00378,Jabil,India,APAC,AirPods,Camera,24291,3.13,8,498.38,17,86,Q4,2023
S00379,Corning,Taiwan,APAC,Accessories,Semiconductor,2382,1.18,33,315.71,38,88,Q3,2023
S00380,Goertek,Malaysia,APAC,Apple Watch,Camera,16422,3.98,39,190.2,92,71,Q4,2026
S00381,LG Innotek,Vietnam,APAC,Apple Watch,Assembly,35317,0.97,26,482.27,55,51,Q3,2023
S00382,Foxconn,South Korea,APAC,iPad,Display,25282,2.15,42,137.31,10,72,Q3,2026
S00383,NXP,Vietnam,APAC,MacBook,Semiconductor,41761,1.03,9,115.45,85,75,Q4,2023
S00384,Murata,South Korea,APAC,Accessories,Camera,25817,3.18,57,402.75,45,81,Q3,2023
S00385,Corning,Malaysia,APAC,iPhone,Camera,1163,1.92,53,278.5,63,70,Q1,2025
S00386,NXP,India,APAC,Apple Watch,Logistics,30300,2.49,8,433.68,82,89,Q2,2024
S00387,Murata,India,APAC,MacBook,Semiconductor,8394,1.94,56,431.19,42,70,Q1,2024
S00388,Texas Instruments,Malaysia,APAC,MacBook,Display,44404,0.75,21,332.76,41,50,Q2,2025
S00389,Murata,USA,North America,AirPods,Camera,4631,1.35,14,465.86,60,89,Q2,2023
S00390,Delta Electronics,Taiwan,APAC,AirPods,Battery,26364,4.14,59,333.08,59,71,Q3,2025
S00391,Corning,South Korea,APAC,Apple Watch,Assembly,24472,3.11,27,264.02,83,54,Q4,2025
S00392,Pegatron,USA,North America,AirPods,Camera,31111,4.94,27,343.31,77,57,Q3,2025
S00393,Texas Instruments,South Korea,APAC,iPhone,Assembly,29758,3.61,49,403.04,99,73,Q4,2024
S00394,BOE,Japan,APAC,AirPods,Semiconductor,12280,4.79,25,199.92,31,95,Q3,2025
S00395,Sony,South Korea,APAC,MacBook,Battery,49355,1.81,19,471.73,28,92,Q4,2025
S00396,Qualcomm,India,APAC,Apple Watch,Battery,28065,0.58,34,416.96,8,59,Q4,2026
S00397,Foxconn,Malaysia,APAC,AirPods,Logistics,43533,0.5,52,484.25,95,57,Q4,2026
S00398,Wistron,Taiwan,APAC,iPhone,Camera,36144,1.97,54,15.11,36,53,Q4,2026
S00399,Luxshare,India,APAC,iPad,Assembly,27189,0.44,29,269.85,62,99,Q1,2024
S00400,Corning,Malaysia,APAC,iPad,Battery,47857,4.01,16,242.42,2,62,Q4,2025
S00401,Luxshare,South Korea,APAC,Apple Watch,Semiconductor,43676,4.61,20,407.77,98,60,Q4,2026
S00402,Qualcomm,Vietnam,APAC,iPad,Assembly,17905,1.76,44,303.28,73,74,Q2,2024
S00403,Broadcom,India,APAC,iPhone,Battery,5583,2.22,29,90.21,30,69,Q1,2023
S00404,Wistron,Malaysia,APAC,iPad,Display,47804,3.41,55,444.59,21,84,Q1,2023
S00405,Pegatron,Taiwan,APAC,MacBook,Semiconductor,31841,4.1,59,440.84,12,90,Q4,2025
S00406,Pegatron,India,APAC,Apple Watch,Display,44950,1.34,17,118.32,8,95,Q1,2023
S00407,BOE,USA,North America,MacBook,Display,24911,2.83,27,331.52,75,71,Q1,2024
S00408,NXP,Japan,APAC,Apple Watch,Logistics,21714,1.42,32,31.16,82,51,Q2,2023
S00409,Texas Instruments,Malaysia,APAC,AirPods,Assembly,46268,3.66,31,482.91,79,72,Q4,2024
S00410,Sony,China,APAC,Apple Watch,Camera,21567,1.78,26,275.7,61,82,Q1,2026
S00411,BOE,South Korea,APAC,MacBook,Display,9706,1.56,23,84.27,30,88,Q1,2026
S00412,Foxconn,Vietnam,APAC,Apple Watch,Display,40019,3.22,41,88.44,58,65,Q3,2023
S00413,Intel,USA,North America,MacBook,Logistics,23656,3.73,7,495.99,99,81,Q1,2026
S00414,NXP,India,APAC,AirPods,Logistics,43815,4.02,47,162.36,21,95,Q4,2025
S00415,Delta Electronics,Japan,APAC,AirPods,Battery,15566,3.11,6,184.14,13,58,Q4,2025
S00416,Pegatron,USA,North America,Accessories,Display,20363,0.13,30,421.58,12,66,Q3,2023
S00417,Jabil,Taiwan,APAC,MacBook,Logistics,14944,4.79,24,170.2,95,55,Q2,2026
S00418,BOE,USA,North America,iPhone,Semiconductor,13087,2.56,8,198.83,4,69,Q2,2023
S00419,BOE,India,APAC,iPad,Display,19313,4.44,39,77.53,85,89,Q3,2026
S00420,Pegatron,Malaysia,APAC,MacBook,Assembly,15537,3.14,8,98.85,45,69,Q2,2025
S00421,Intel,Japan,APAC,MacBook,Camera,28766,4.38,33,324.74,88,86,Q1,2025
S00422,Corning,Vietnam,APAC,iPad,Camera,24225,2.85,8,35.87,24,83,Q1,2025
S00423,Samsung Display,South Korea,APAC,Apple Watch,Assembly,17029,4.04,35,21.24,19,98,Q1,2023
S00424,LG Innotek,Taiwan,APAC,Accessories,Assembly,4390,0.48,26,350.75,76,79,Q1,2025
S00425,Qualcomm,Japan,APAC,MacBook,Assembly,22817,3.57,35,414.31,19,97,Q3,2023
S00426,Jabil,Japan,APAC,AirPods,Camera,17044,0.82,59,370.4,97,67,Q2,2023
S00427,Corning,South Korea,APAC,AirPods,Display,34598,1.18,32,370.47,75,94,Q4,2024
S00428,Pegatron,India,APAC,AirPods,Assembly,13448,2.16,8,253.12,47,76,Q1,2023
S00429,Luxshare,South Korea,APAC,MacBook,Battery,35501,4.96,15,372.59,90,65,Q2,2025
S00430,Goertek,India,APAC,Accessories,Camera,42796,1.0,14,173.91,77,92,Q3,2024
S00431,LG Innotek,USA,North America,MacBook,Logistics,29272,2.97,58,143.8,81,94,Q3,2025
S00432,Corning,Taiwan,APAC,Accessories,Battery,19994,4.71,46,427.84,26,54,Q2,2025
S00433,NXP,USA,North America,iPad,Assembly,8999,1.01,53,223.24,64,54,Q1,2025
S00434,Murata,Malaysia,APAC,Accessories,Camera,44363,0.75,8,34.42,39,99,Q3,2024
S00435,Murata,India,APAC,iPhone,Battery,30312,3.92,40,385.1,54,95,Q4,2024
S00436,Delta Electronics,China,APAC,Accessories,Display,47907,0.74,35,462.09,89,85,Q4,2026
S00437,NXP,China,APAC,iPad,Battery,24252,0.44,48,31.85,86,77,Q1,2023
S00438,Foxconn,Taiwan,APAC,Accessories,Logistics,38766,1.31,32,395.69,10,65,Q4,2025
S00439,Sony,India,APAC,Apple Watch,Display,29047,3.82,46,423.95,70,93,Q3,2026
S00440,Pegatron,India,APAC,MacBook,Logistics,42800,2.49,47,40.7,57,70,Q3,2023
S00441,NXP,Vietnam,APAC,Accessories,Semiconductor,48299,1.64,31,180.2,15,67,Q2,2024
S00442,AAC Technologies,USA,North America,iPad,Semiconductor,8927,2.79,28,284.48,71,70,Q1,2025
S00443,Qualcomm,India,APAC,Accessories,Assembly,12929,2.15,18,368.1,58,70,Q4,2024
S00444,Goertek,Taiwan,APAC,Accessories,Battery,29228,3.31,30,103.68,49,68,Q1,2024
S00445,Sony,Japan,APAC,iPhone,Logistics,23360,4.74,16,181.26,41,82,Q3,2026
S00446,BOE,China,APAC,iPhone,Semiconductor,8345,3.63,46,53.53,86,82,Q1,2023
S00447,LG Innotek,India,APAC,iPad,Battery,10879,0.66,38,207.95,43,90,Q4,2025
S00448,Corning,China,APAC,iPad,Semiconductor,45629,2.79,38,50.05,70,83,Q2,2026
S00449,Texas Instruments,Vietnam,APAC,iPad,Logistics,4648,2.2,9,473.39,57,51,Q1,2023
S00450,BOE,India,APAC,iPhone,Display,1097,4.32,55,328.98,86,61,Q2,2024
S00451,Pegatron,Vietnam,APAC,Apple Watch,Logistics,9535,3.96,42,405.14,10,84,Q4,2026
S00452,BOE,India,APAC,iPhone,Semiconductor,2727,3.99,53,108.67,7,70,Q3,2023
S00453,Sony,South Korea,APAC,iPad,Camera,13819,2.77,8,380.81,86,64,Q4,2025
S00454,Sony,USA,North America,iPhone,Logistics,7519,0.72,19,441.0,92,63,Q3,2026
S00455,Wistron,USA,North America,iPad,Camera,28624,2.84,32,388.29,63,51,Q1,2024
S00456,Foxconn,Malaysia,APAC,iPad,Camera,17280,0.56,7,455.52,97,91,Q3,2025
S00457,Broadcom,Vietnam,APAC,Apple Watch,Assembly,42971,4.01,43,331.82,89,99,Q3,2026
S00458,Murata,USA,North America,Accessories,Display,39314,3.9,55,105.85,12,59,Q1,2023
S00459,Samsung Display,Vietnam,APAC,Accessories,Assembly,34243,3.81,41,320.95,55,58,Q2,2023
S00460,Intel,USA,North America,MacBook,Semiconductor,22038,1.06,50,271.18,42,69,Q3,2024
S00461,Goertek,Malaysia,APAC,Accessories,Semiconductor,20909,3.99,11,310.6,3,76,Q4,2025
S00462,Sony,China,APAC,Accessories,Semiconductor,14937,0.93,42,78.95,1,57,Q4,2025
S00463,LG Innotek,Japan,APAC,Apple Watch,Logistics,34380,3.69,52,84.53,4,79,Q1,2026
S00464,Intel,India,APAC,iPhone,Semiconductor,12205,4.84,23,442.38,12,60,Q1,2024
S00465,Delta Electronics,Vietnam,APAC,Apple Watch,Logistics,16149,1.67,5,214.7,21,79,Q3,2025
S00466,Samsung Display,Japan,APAC,Accessories,Assembly,2283,4.99,35,331.51,27,54,Q1,2025
S00467,Qualcomm,Japan,APAC,Accessories,Camera,10752,0.56,8,362.48,34,75,Q2,2025
S00468,Sony,Japan,APAC,AirPods,Display,24172,4.87,32,430.51,50,55,Q3,2025
S00469,Goertek,USA,North America,Apple Watch,Logistics,31930,3.82,15,451.64,73,70,Q4,2025
S00470,Sony,India,APAC,Accessories,Camera,17087,2.52,7,441.11,30,75,Q3,2024
S00471,Texas Instruments,USA,North America,Accessories,Logistics,5079,3.59,30,59.31,85,84,Q4,2023
S00472,AAC Technologies,Japan,APAC,MacBook,Display,19099,4.54,55,230.67,58,60,Q4,2024
S00473,Pegatron,Japan,APAC,AirPods,Logistics,40864,2.23,26,371.65,11,79,Q3,2025
S00474,Broadcom,South Korea,APAC,Apple Watch,Battery,41718,1.34,37,71.87,16,83,Q3,2026
S00475,Corning,Taiwan,APAC,Accessories,Display,2089,1.64,32,344.02,70,58,Q3,2026
S00476,Corning,India,APAC,AirPods,Assembly,39547,1.21,12,45.61,63,52,Q3,2026
S00477,Qualcomm,China,APAC,Apple Watch,Logistics,34209,2.61,42,186.59,21,84,Q1,2025
S00478,Intel,China,APAC,Apple Watch,Battery,10528,1.59,50,382.03,100,61,Q1,2026
S00479,Jabil,South Korea,APAC,Apple Watch,Camera,24952,3.85,39,38.96,79,67,Q3,2025
S00480,Samsung Display,Taiwan,APAC,AirPods,Assembly,22125,3.39,27,92.85,98,95,Q2,2023
S00481,Broadcom,South Korea,APAC,MacBook,Logistics,3597,1.21,57,277.86,35,68,Q3,2026
S00482,LG Innotek,USA,North America,iPhone,Camera,39429,4.03,24,18.82,40,73,Q2,2023
S00483,Samsung Display,India,APAC,iPad,Battery,5249,4.83,26,430.59,83,95,Q4,2024
S00484,Goertek,Vietnam,APAC,Accessories,Logistics,16282,4.15,23,404.4,84,94,Q2,2026
S00485,LG Innotek,Japan,APAC,iPad,Semiconductor,49454,3.14,13,159.33,19,96,Q4,2024
S00486,BOE,Vietnam,APAC,AirPods,Assembly,5493,1.17,57,274.94,40,66,Q2,2025
S00487,Goertek,India,APAC,Accessories,Logistics,7816,2.4,29,414.02,53,84,Q1,2026
S00488,NXP,Taiwan,APAC,AirPods,Camera,12240,1.57,34,303.42,68,77,Q3,2024
S00489,Jabil,Malaysia,APAC,MacBook,Logistics,15849,3.37,50,176.8,55,65,Q4,2024
S00490,Sony,South Korea,APAC,AirPods,Assembly,36292,4.21,52,26.99,35,60,Q3,2024
S00491,BOE,Vietnam,APAC,iPhone,Camera,30165,4.29,25,41.18,20,86,Q2,2023
S00492,Wistron,USA,North America,iPhone,Semiconductor,43946,2.49,57,55.99,61,58,Q1,2026
S00493,Sony,India,APAC,AirPods,Battery,47403,4.36,38,440.7,65,57,Q1,2026
S00494,NXP,India,APAC,Accessories,Display,24852,3.5,44,165.3,76,95,Q4,2026
S00495,TSMC,USA,North America,iPhone,Camera,43856,1.77,56,227.26,21,87,Q2,2026
S00496,Foxconn,Taiwan,APAC,iPad,Camera,31483,3.97,55,126.34,71,77,Q4,2025
S00497,Intel,India,APAC,iPhone,Battery,32259,1.25,16,248.96,86,93,Q3,2026
S00498,Murata,Japan,APAC,iPhone,Camera,1193,1.43,31,374.36,1,57,Q2,2025
S00499,Jabil,USA,North America,Accessories,Display,43070,2.09,26,134.65,17,61,Q1,2025
S00500,NXP,USA,North America,Accessories,Semiconductor,29933,0.32,12,127.04,65,78,Q2,2026
S00501,Goertek,Malaysia,APAC,iPhone,Camera,43604,2.46,44,240.17,48,94,Q2,2024
S00502,Corning,Vietnam,APAC,AirPods,Display,31519,3.0,42,428.53,62,57,Q2,2026
S00503,TSMC,Vietnam,APAC,AirPods,Assembly,38418,4.24,37,176.04,85,98,Q3,2025
S00504,AAC Technologies,China,APAC,MacBook,Semiconductor,18087,2.61,47,31.75,9,73,Q4,2023
S00505,Delta Electronics,India,APAC,iPhone,Display,47628,1.49,21,65.78,51,88,Q2,2025
S00506,NXP,USA,North America,Accessories,Display,4112,0.25,15,31.98,11,62,Q4,2026
S00507,Corning,Vietnam,APAC,Apple Watch,Camera,45199,2.17,16,442.31,61,94,Q3,2024
S00508,Corning,USA,North America,iPad,Semiconductor,45299,3.41,37,413.66,92,54,Q2,2024
S00509,Jabil,USA,North America,iPad,Semiconductor,38383,4.33,50,35.06,47,72,Q4,2024
S00510,Pegatron,Taiwan,APAC,AirPods,Assembly,4760,3.06,22,135.78,68,79,Q4,2025
S00511,Sony,Taiwan,APAC,Accessories,Camera,4744,2.34,22,55.22,28,89,Q3,2023
S00512,Wistron,Malaysia,APAC,Accessories,Camera,14395,4.51,16,49.29,15,90,Q3,2025
S00513,Wistron,Malaysia,APAC,Apple Watch,Assembly,6889,3.38,45,326.76,51,60,Q1,2024
S00514,Samsung Display,Japan,APAC,Accessories,Semiconductor,10101,3.22,58,66.71,39,77,Q4,2024
S00515,Jabil,Taiwan,APAC,AirPods,Camera,18154,3.65,31,373.08,93,87,Q2,2023
S00516,NXP,China,APAC,iPad,Camera,34154,2.72,44,411.81,41,61,Q1,2026
S00517,NXP,South Korea,APAC,iPhone,Display,3282,2.48,49,205.69,85,98,Q2,2023
S00518,Foxconn,China,APAC,Apple Watch,Semiconductor,10342,1.78,27,410.19,38,77,Q1,2023
S00519,Goertek,USA,North America,Accessories,Assembly,11516,3.49,22,207.91,45,58,Q3,2025
S00520,Murata,South Korea,APAC,MacBook,Camera,37788,4.32,34,228.75,98,81,Q1,2023
S00521,Luxshare,USA,North America,Apple Watch,Camera,18858,2.31,48,459.15,63,72,Q1,2024
S00522,Broadcom,India,APAC,Apple Watch,Semiconductor,17743,4.46,36,191.87,57,85,Q1,2023
S00523,LG Innotek,China,APAC,MacBook,Semiconductor,21384,2.68,38,91.76,37,56,Q2,2025
S00524,Samsung Display,Vietnam,APAC,iPhone,Battery,4267,0.32,5,179.48,20,68,Q4,2024
S00525,Foxconn,China,APAC,MacBook,Logistics,49796,2.63,22,322.08,43,96,Q2,2025
S00526,Pegatron,South Korea,APAC,Accessories,Assembly,47558,3.98,15,162.5,38,54,Q1,2026
S00527,Qualcomm,South Korea,APAC,iPad,Assembly,14703,1.89,56,294.31,65,80,Q4,2025
S00528,BOE,China,APAC,iPad,Display,49515,0.92,54,247.94,88,52,Q4,2023
S00529,Murata,Vietnam,APAC,MacBook,Assembly,5652,1.98,31,112.34,64,76,Q1,2023
S00530,LG Innotek,China,APAC,Apple Watch,Camera,26833,2.04,10,380.54,15,79,Q2,2024
S00531,Foxconn,Taiwan,APAC,iPhone,Semiconductor,3169,0.67,46,193.65,35,72,Q3,2023
S00532,Wistron,China,APAC,MacBook,Assembly,24173,3.05,13,492.17,77,96,Q3,2025
S00533,Pegatron,Malaysia,APAC,MacBook,Display,15973,2.01,49,485.66,22,53,Q2,2023
S00534,TSMC,Taiwan,APAC,MacBook,Logistics,28716,0.86,53,270.81,86,72,Q4,2024
S00535,Murata,Malaysia,APAC,iPhone,Camera,47633,4.15,49,105.37,85,95,Q2,2024
S00536,AAC Technologies,South Korea,APAC,MacBook,Semiconductor,17766,1.42,48,417.04,68,50,Q2,2026
S00537,Foxconn,Japan,APAC,Apple Watch,Display,35395,2.96,39,83.76,98,60,Q3,2025
S00538,Pegatron,Vietnam,APAC,iPad,Display,14283,2.07,21,369.94,82,89,Q3,2023
